$	0m	0m	1m	1m	1m	2m	2m	2m
CHORISMUTPREPHENDEHYDROG-MONOMER	238.0000	238.0000	238.0000	238.0000	238.0000	238.0000	238.0000	238.0000
CHORPYRLY-MONOMER	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
CITC-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
CITRYLY-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
CITSYN-MONOMER	7688.0000	7695.8095	7720.9048	7741.9091	7763.2857	7796.0909	7830.2381	7863.2273
CITTRANS-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
CMPKI-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
CMR-MONOMER	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000	19.0000
CMTA-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
CMTB-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
COBALADENOSYLTRANS-MONOMER	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000	127.0000
COBS-MONOMER	68.0000	68.0000	68.0000	68.0000	68.0000	67.2727	67.0000	67.0000
COBU-MONOMER	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000	23.0000
CODB-MONOMER	430.0000	430.0000	430.0000	430.0000	430.0000	430.0000	429.1429	429.0000
COPROGENOXI-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
CORA-MONOMER	100.0000	99.9048	99.0000	99.0000	99.0000	99.0000	99.0000	99.0000
CPDB-MONOMER	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000
CPM-KDOSYNTH-MONOMER	548.0000	548.1905	550.7143	555.5909	564.9048	575.3636	593.6667	607.8636
CPXA-MONOMER	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000
CPXR-MONOMER	563.0000	563.0000	562.7619	562.0000	561.9524	561.0000	560.0476	560.0000
CREB-MONOMER	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000	27.0000
CREC-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
CROBETREDUCT-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
CRR-MONOMER	12611.0000	12643.4286	12715.3333	12772.3182	12835.1429	12898.7727	12980.8571	13050.5000
CTPSYN-MONOMER	1000.0000	1005.3810	1013.6190	1032.8182	1046.3333	1058.3182	1066.2381	1073.0455
CYANLY-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
CYCA-MONOMER	288.0000	288.0000	288.0000	288.0000	290.7143	295.0000	296.0000	296.0000
CYCLASE-MONOMER	502.0000	503.2381	507.6667	511.4545	514.3810	518.8636	520.0000	520.0000
CYDA-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
CYDB-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
CYDC-MONOMER	65.0000	65.0000	65.0000	65.0000	65.0000	65.0000	65.0000	65.0000
CYDD-MONOMER	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000
CYNX-MONOMER	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000	7.0000
CYOA-MONOMER	4227.0000	4232.0476	4247.3333	4251.0909	4267.3333	4276.9545	4285.5238	4291.7273
CYOB-MONOMER	3270.0000	3277.3333	3295.6190	3304.2273	3311.8571	3318.3636	3326.7143	3333.1364
CYOC-MONOMER	4927.0000	4933.7619	4945.2857	4954.7273	4966.1429	4980.9091	4996.6667	5003.1364
CYOD-MONOMER	4995.0000	5002.4286	5019.0000	5028.3182	5040.3333	5055.3182	5065.8571	5073.3636
CYSA-MONOMER	3045.0000	3050.7619	3076.1905	3104.6364	3123.2857	3145.3636	3178.3333	3197.4545
CYSD-MONOMER	2974.0000	2980.4286	2995.7143	2998.7727	3005.4286	3023.9545	3044.2381	3045.7273
CYSN-MONOMER	849.0000	850.8571	857.8095	860.0000	860.0952	862.9091	865.6667	866.0000
CYSP-MONOMER	504.0000	506.0952	509.5238	512.3636	516.0476	518.5909	523.4286	528.7273
CYSS-MONOMER	504.0000	505.9048	509.6190	516.1364	518.5238	521.8636	526.1905	535.3636
CYST-MONOMER	650.0000	652.3333	655.9524	657.6818	662.9524	669.5909	672.2381	679.2273
CYSTATHIONINE-BETA-LYASE-MONOMER	592.0000	592.0000	592.0000	594.3636	597.1905	602.8182	618.0952	638.3636
CYSW-MONOMER	546.0000	546.6667	550.0000	554.0909	561.9524	567.6818	572.5714	576.8182
CYTDEAM-MONOMER	257.0000	257.0000	257.0000	257.0000	257.0000	257.0000	257.0000	257.0000
CYTIDEAM-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
CYTOCHROME-B561-MONOMER	809.0000	809.0000	808.8095	808.0000	808.0000	808.0000	807.4762	807.0000
CYTOCHROMEC-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000
CYTOCHROMEC552-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
DALADALALIGA-MONOMER	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000	288.0000
DALADALALIGB-MONOMER	153.0000	154.1429	159.6667	163.1818	165.5714	166.7727	170.3333	172.5455
DALADEHYDROGA-MONOMER	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000
DAPASYN-MONOMER	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000	351.0000
DCTA-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000
DCTP-DEAM-MONOMER	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000	139.0000
DCUA-MONOMER	505.0000	505.0000	504.1429	504.0909	505.0000	504.4091	504.0000	504.0000
DCUB-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
DCUC-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
DCUR-MONOMER	105.0000	105.0000	105.0000	105.0000	104.8571	104.0000	103.8571	103.0000
DCUS-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
DCYSDESULF-MONOMER	420.0000	420.0000	420.0000	420.0000	420.0000	420.0000	420.0000	420.0000
DEHYDDEOXGALACTKIN-MONOMER	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000
DEOA-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
DEOD-MONOMER	358.0000	358.0000	358.0000	358.0000	358.0000	358.0000	358.0000	358.0000
DEOXYGLUCONOKIN-MONOMER	426.0000	426.0000	426.0000	426.0000	426.0000	426.0000	426.0000	426.0000
DEOXYRIBOSE-P-ALD-MONOMER	44.0000	44.0000	44.0000	44.0000	43.4286	43.0000	43.0000	43.0000
DETHIOBIOTIN-SYN-MONOMER	418.0000	424.8571	438.4762	451.0000	467.0952	482.5000	491.2381	504.3182
DGTPTRIPHYDRO-MONOMER	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000	47.0000
DHHB-METHYLTRANSFER-MONOMER	1318.0000	1328.7143	1364.3333	1395.1818	1421.4286	1444.0909	1449.0000	1449.0000
DHPDIOXYGEN-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
DIACYLGLYKIN-MONOMER	347.0000	350.3333	356.4762	359.6364	363.1905	378.2727	392.2381	399.2273
DIAMINOPIMDECARB-MONOMER	503.0000	508.0952	518.0952	528.2727	537.6667	541.0909	546.9048	556.0000
DIAMINOPIMEPIM-MONOMER	138.0000	138.8095	143.0000	146.1364	147.0476	151.0909	155.3810	158.2727
DIENOYLCOAREDUCT-MONOMER	21.0000	21.3810	23.5714	26.5455	32.3333	39.7273	48.1429	56.3636
DIHYDRODIPICSYN-MONOMER	1018.0000	1024.0952	1032.7619	1038.2273	1042.1905	1049.6364	1053.3333	1055.1364
DIHYDROFOLATEREDUCT-MONOMER	414.0000	417.1905	424.1905	431.0455	437.0952	441.4545	451.1429	462.0455
DIHYDROOROT-MONOMER	2586.0000	2596.2381	2627.2857	2662.5909	2692.5714	2726.7273	2749.6190	2766.9091
DIHYDROOROTOX-MONOMER	441.0000	440.8095	440.0000	439.0000	435.6190	431.3636	429.0000	427.7727
DIHYDROPICRED-MONOMER	898.0000	901.1905	917.0952	935.8182	966.9048	991.2727	1009.8095	1040.7727
DIHYDROPTERIREDUCT-MONOMER	2021.0000	2042.2857	2076.3810	2123.0000	2166.7619	2212.3182	2250.7143	2283.8636
DIHYDROXYACIDDEHYDRAT-MONOMER	235.0000	235.0000	235.0000	235.0000	235.7143	237.7727	242.0476	246.9091
DINF-MONOMER	70.0000	70.0476	72.0476	74.5909	76.0000	76.0000	76.0000	76.0000
DIOHBUTANONEPSYN-MONOMER	649.0000	653.0952	663.6667	672.2727	679.2857	684.1364	693.6190	707.1818
DISULFOXRED-MONOMER	1416.0000	1419.6190	1428.7143	1434.2727	1435.0000	1435.0000	1435.0000	1434.8182
DLACTDEHYDROGFAD-MONOMER	1007.0000	1012.8095	1026.7143	1040.0000	1054.4762	1067.5000	1079.5238	1088.7273
DLACTDEHYDROGNAD-MONOMER	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
DMBPPRIBOSYLTRANS-MONOMER	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000	46.0000
DMK-MONOMER	56.0000	56.0000	56.0000	56.0000	56.0000	56.0000	56.0000	56.0000
DMSA-MONOMER	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.0000	10.5455
DMSB-MONOMER	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000	11.0000
DMSC-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
DPPA-MONOMER	2144.0000	2150.6190	2163.1905	2181.4545	2192.1905	2205.6364	2226.7619	2244.8636
DPPB-MONOMER	780.0000	782.0952	788.4762	795.2273	803.2857	814.2273	824.4286	832.9091
DPPC-MONOMER	874.0000	875.0000	880.5238	885.3182	892.4762	898.8182	906.4286	914.2273
DPPD-MONOMER	859.0000	859.2381	863.6667	871.5000	879.7619	888.6364	898.1905	908.1364
DPPF-MONOMER	1053.0000	1057.2381	1062.7619	1072.3182	1084.0000	1094.5000	1102.3333	1117.8182
DSBBPROT-MONOMER	461.0000	461.0000	461.0000	461.0000	460.7619	461.5000	468.1905	473.0455
DSBC-MONOMER	730.0000	731.6667	735.0476	741.2273	748.5238	754.0000	754.0000	754.0000
DSBD-MONOMER	98.0000	98.0000	98.0000	98.0000	98.0000	97.0455	97.0000	97.0000
DSBG-MONOMER	355.0000	355.0000	355.0000	355.0000	355.0000	355.0000	355.0000	355.0000
DSDX-MONOMER	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000	14.0000
DSERDEAM-MONOMER	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000	146.0000
DTDPDEHYDRHAMEPIM-MONOMER	306.0000	308.8095	312.0952	314.2273	315.4286	319.5000	327.1429	329.9091
DTDPDEHYRHAMREDUCT-MONOMER	337.0000	338.9048	340.7619	342.5909	344.5714	346.1818	349.4286	354.9545
DTDPGLUCDEHYDRAT-MONOMER	426.0000	428.0476	431.3333	434.6818	441.0952	449.7273	454.9524	464.0455
DTDPGLUCDEHYDRAT2-MONOMER	54.0000	54.0000	53.3333	53.0000	53.0000	53.0000	53.0000	53.0000
DTDPGLUCOSEPP-MONOMER	486.0000	487.9048	493.6190	494.7727	500.0000	508.0455	513.1905	519.7727
DTDPGLUCOSEPP2-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
DTMPKI-MONOMER	1118.0000	1119.0476	1122.6667	1129.4545	1135.2381	1142.4545	1149.7619	1156.7727
DUTP-PYROP-MONOMER	821.0000	822.6190	827.9048	836.2727	849.1905	856.0000	863.5238	869.7727
DXPREDISOM-MONOMER	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000
DXS-MONOMER	334.0000	335.8095	342.5714	348.0909	352.6190	357.1818	364.0000	369.4091
E1O-MONOMER	1051.0000	1052.1429	1055.9048	1058.7727	1062.6190	1067.9545	1070.3810	1073.6364
E1P-MONOMER	2872.0000	2879.1429	2888.5238	2896.5909	2907.5714	2925.2273	2943.6190	2962.6364
E2O-MONOMER	2610.0000	2614.5714	2627.2381	2634.2273	2640.6190	2646.0000	2652.4286	2659.6818
E2P-MONOMER	3158.0000	3167.0952	3179.7619	3190.4091	3203.3810	3213.6818	3226.2857	3240.8182
E3-MONOMER	7110.0000	7128.6190	7166.0952	7219.6364	7272.6667	7321.4091	7359.7143	7411.7727
EG10003-MONOMER	202.0000	201.8095	201.0000	201.0000	201.0000	201.0000	201.0000	201.0000
EG10004-MONOMER	217.0000	218.6190	221.1429	222.2273	223.3810	227.3636	231.5714	236.6818
EG10011-MONOMER	468.0000	468.0000	468.0000	468.0000	468.0000	469.0909	475.1429	478.6818
EG10013-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
EG10015-MONOMER	387.0000	387.6190	391.5238	397.1818	405.1905	411.9545	416.2381	420.5000
EG10018-MONOMER	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000	17.0000
EG10021-MONOMER	220.0000	220.0000	220.0000	220.0000	220.0000	220.0000	220.0000	220.0000
EG10037-MONOMER	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	28.0000	31.6818
EG10040-MONOMER	117.0000	117.0000	116.1905	116.0000	116.0000	115.9091	115.0000	115.0000
EG10041-MONOMER	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000	128.0000
EG10042-MONOMER	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000	62.0000
EG10043-MONOMER	281.0000	281.0000	281.0000	281.0000	281.0000	281.0000	280.7619	280.0000
EG10044-MONOMER	643.0000	641.9524	640.0952	638.5000	633.9524	631.3182	627.6190	625.8636
EG10047-MONOMER	24.0000	24.0000	24.2857	25.0000	25.0000	25.0000	25.0000	25.0000
EG10048-MONOMER	554.0000	554.0000	553.7619	556.2727	562.9048	566.3636	570.9524	574.5909
EG10083-MONOMER	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000	77.0000
EG10085-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000	37.0000
EG10087-MONOMER	29.0000	29.0000	29.0000	28.7727	28.0000	28.0000	28.0000	28.0000
EG10090-MONOMER	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000	8.0000
EG10106-MONOMER	22.0000	22.8095	23.0000	23.6364	24.9048	25.4091	26.0000	26.0455
EG10108-MONOMER	9912.0000	9933.4762	9975.7619	10028.0909	10087.6190	10162.9091	10236.2857	10310.6364
EG10113-MONOMER	132.0000	132.0000	132.0000	131.1364	130.0000	130.0000	130.0000	129.4091
EG10114-MONOMER	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000	4.0000
EG10116-MONOMER	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000	3.0000
EG10119-MONOMER	91.0000	93.5238	96.0000	99.7727	103.1429	105.2727	106.9524	108.0000
EG10122-MONOMER	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000	90.0000
EG10124-MONOMER	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000	81.0000
EG10125-MONOMER	887.0000	889.5714	892.6667	897.9091	907.5714	923.5000	936.2857	948.9091
EG10126-MONOMER	257.0000	261.6667	265.2857	267.8182	270.1905	270.8636	276.3333	280.6818
EG10136-MONOMER	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000	88.0000
EG10143-MONOMER	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000	45.0000
EG10144-MONOMER	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000	44.0000
EG10145-MONOMER	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000	20.0000
EG10153-MONOMER	211.0000	212.5238	213.5238	214.0000	214.0000	214.0000	214.0000	214.0000
EG10154-MONOMER	52.0000	52.1429	53.5238	54.0000	54.0000	54.0000	54.0000	54.0000
EG10155-MONOMER	6567.0000	6572.2381	6589.0000	6615.1818	6649.5238	6685.0909	6717.9524	6754.8636
EG10156-MONOMER	195.0000	195.0000	195.0000	195.0000	195.0000	195.0000	195.0000	194.9545
EG10158-MONOMER	906.0000	906.0000	906.0000	906.0000	907.0952	915.2273	920.6190	924.5909
EG10159-MONOMER	492.0000	493.8095	495.6190	497.0000	497.0000	497.5909	502.3810	507.7727
EG10167-MONOMER	167.0000	167.3333	170.0000	170.8636	175.3810	176.0000	176.0000	176.0000
EG10168-MONOMER	324.0000	324.0000	324.0000	324.0000	324.0000	324.0000	324.0000	324.0000
EG10169-MONOMER	144.0000	144.1429	145.1429	147.8182	148.0000	148.0000	148.0000	148.0000
EG10201-MONOMER	647.0000	648.5714	652.4286	658.3636	662.2381	670.3182	678.1429	686.5909
EG10202-MONOMER	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000	103.0000
EG10203-MONOMER	269.0000	269.0000	269.0000	269.0000	269.0000	269.0000	269.0000	269.0000
EG10204-MONOMER	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000	54.0000
EG10210-MONOMER	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000	58.0000
EG10211-MONOMER	76.0000	78.3333	81.8095	82.0000	84.8095	89.6818	90.7619	92.2273
EG10212-MONOMER	542.0000	542.0000	542.0000	541.7727	541.0000	541.0000	541.0000	541.0000
EG10215-MONOMER	317.0000	319.2381	323.6667	329.5909	334.6667	343.8636	356.1905	367.8182
EG10216-MONOMER	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	110.0000	109.5000
EG10218-MONOMER	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000	132.0000
EG10226-MONOMER	1083.0000	1083.0000	1083.0000	1085.6818	1091.0952	1094.0909	1097.2381	1102.0000
EG10227-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG10228-MONOMER	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000	34.0000
EG10229-MONOMER	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000	64.0000
EG10230-MONOMER	6512.0000	6513.3333	6521.5714	6527.9091	6532.8095	6544.0455	6553.9524	6560.5000
EG10236-MONOMER	1193.0000	1194.5238	1198.9524	1207.4545	1211.1905	1216.7273	1225.5714	1230.0000
EG10237-MONOMER	120.0000	120.8095	124.2857	127.6818	129.0952	132.0455	136.7143	140.1364
EG10238-MONOMER	571.0000	571.0000	571.0000	572.9545	574.1905	575.7727	576.0000	576.0909
EG10239-MONOMER	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000	15.0000
EG10240-MONOMER	473.0000	473.0000	473.0000	473.0000	473.0000	473.0000	474.8095	479.9091
EG10241-MONOMER	5239.0000	5250.4762	5281.1429	5315.4545	5359.1905	5401.4091	5439.6190	5476.5455
EG10242-MONOMER	316.0000	324.5238	344.5714	367.2273	396.0000	419.0909	434.8571	451.2727
EG10243-MONOMER	313.0000	313.0000	313.0000	315.0455	321.2381	334.7273	337.8571	339.0000
EG10244-MONOMER	152.0000	153.3810	158.9048	161.0000	167.0000	173.9091	176.7143	181.8182
EG10246-MONOMER	384.0000	384.3333	386.4286	388.0000	388.0000	390.3636	392.4286	394.9091
EG10252-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG10253-MONOMER	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000	6.0000
EG10255-MONOMER	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000
EG10266-MONOMER	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
EG10270-MONOMER	367.0000	369.6190	371.1905	372.7727	375.5714	377.5455	380.5714	381.6364
EG10271-MONOMER	2576.0000	2580.6667	2591.7143	2608.0909	2628.7143	2651.4091	2668.6667	2682.7727
EG10272-MONOMER	1183.0000	1187.1429	1196.9048	1205.3182	1212.7619	1222.5455	1233.0476	1241.5909
EG10280-MONOMER	348.0000	348.0000	348.0000	348.0000	348.0000	348.0000	348.0000	348.0000
EG10284-MONOMER	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000	137.0000
EG10286-MONOMER	81.0000	81.8571	82.8095	84.5455	86.7619	89.7273	91.4286	92.3636
EG10292-MONOMER	951.0000	952.3333	955.7143	956.8182	958.0000	957.0909	956.0000	955.1818
EG10293-MONOMER	2487.0000	2492.5238	2497.4762	2501.3636	2504.5714	2505.0000	2505.0000	2505.0000
EG10297-MONOMER	1370.0000	1370.4286	1377.2381	1387.1818	1393.7619	1399.1364	1407.1429	1414.3636
EG10299-MONOMER	1241.0000	1244.5714	1251.5714	1259.1364	1271.0952	1284.8636	1293.5714	1299.3182
EG10300-MONOMER	622.0000	623.7619	625.0000	625.0000	625.4286	626.0000	626.0000	626.0000
EG10302-MONOMER	1151.0000	1151.4286	1153.6190	1158.7273	1164.0000	1173.9091	1183.5238	1196.3182
EG10306-MONOMER	898.0000	899.1429	907.3333	916.1818	921.7143	925.6364	935.3810	941.2273
EG10307-MONOMER	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000	75.0000
EG10308-MONOMER	23976.0000	24029.1905	24143.5238	24258.2727	24380.8571	24500.5455	24627.2381	24753.6818
EG10309-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
EG10310-MONOMER	219.0000	219.0000	219.0000	219.0000	218.0000	218.0000	218.0000	218.0000
EG10311-MONOMER	24.0000	24.8095	25.0000	25.0000	25.0000	25.0000	25.0000	25.0000
EG10312-MONOMER	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000	5.0000
EG10313-MONOMER	94.0000	94.0000	94.0000	94.0000	94.0000	94.0000	94.0000	94.0000
EG10314-MONOMER	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000	113.0000
EG10315-MONOMER	134.0000	134.0000	134.0000	134.0000	134.0000	134.0000	134.0000	134.0000
EG10320-MONOMER	1365.0000	1370.0000	1377.1429	1378.0000	1378.0000	1378.0000	1378.0000	1378.0000
EG10321-MONOMER	5274.0000	5244.9524	5182.0000	5172.7727	5168.0000	5209.3182	5222.7619	5221.9545
EG10322-MONOMER	757.0000	758.2381	763.8571	768.6364	771.9524	776.2273	780.3333	783.5455
EG10329-MONOMER	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000	26.0000
EG10335-MONOMER	3692.0000	3700.1429	3725.0952	3746.6364	3778.0952	3822.0000	3872.7619	3926.9545
EG10339-MONOMER	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000	72.0000
EG10341-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
EG10342-MONOMER	50.0000	50.0000	50.0000	50.0000	50.3810	51.0000	51.4762	52.0000
EG10343-MONOMER	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000	212.0000
EG10344-MONOMER	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000	40.0000
EG10346-MONOMER	233.0000	233.0000	233.0000	233.0000	233.0000	233.0000	233.0000	233.0000
EG10347-MONOMER	1037.0000	1044.0952	1054.1905	1069.6818	1090.7619	1118.1818	1136.9048	1154.6818
EG10355-MONOMER	375.0000	379.4286	384.6190	392.8636	400.9524	416.0000	425.7143	439.4091
EG10360-MONOMER	14409.0000	14446.0476	14522.7619	14627.8636	14718.6190	14796.9545	14891.3333	14972.5909
EG10370-MONOMER	434.0000	436.8571	441.9048	444.9091	447.3333	447.2727	450.2381	451.4091
EG10373-MONOMER	37.0000	37.0000	37.0000	37.0000	37.0000	36.1364	38.9524	44.2727
EG10374-MONOMER	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000	29.0000
EG10375-MONOMER	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000	104.0000
EG10376-MONOMER	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000	243.0000
EG10381-MONOMER	67.0000	67.0000	67.5238	70.0909	71.0000	71.0000	71.5714	73.0000
EG10395-MONOMER	266.0000	266.0000	266.0000	266.0000	266.0000	266.0000	266.0000	266.0000
EG10397-MONOMER	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000	190.0000
EG10415-MONOMER	1081.0000	1086.0476	1093.6667	1099.3636	1102.0476	1101.0000	1099.7143	1098.5455
EG10416-MONOMER	7065.0000	7091.7143	7148.8571	7214.9091	7284.9524	7333.9545	7387.4762	7464.2727
EG10423-MONOMER	910.0000	910.5238	912.4286	916.0000	917.7143	918.8182	917.8571	917.0000
EG10424-MONOMER	199.0000	199.0000	199.0000	199.0000	199.0000	199.0000	199.0000	199.0000
EG10426-MONOMER	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000	92.0000
EG10434-MONOMER	211.0000	211.0000	211.0000	210.5455	210.0000	210.0000	210.0000	210.0000
EG10435-MONOMER	1140.0000	1141.6190	1144.7619	1152.9091	1161.9524	1169.7273	1178.3333	1182.2273
EG10436-MONOMER	1285.0000	1287.6190	1293.4762	1297.9091	1304.2857	1312.2273	1320.5238	1325.4091
EG10437-MONOMER	272.0000	272.0000	272.7619	275.0000	275.8095	277.0000	278.6190	279.3182
EG10438-MONOMER	4014.0000	4036.0000	4077.7143	4116.8182	4156.2857	4206.1364	4261.4286	4309.3182
EG10439-MONOMER	2354.0000	2356.8571	2367.0000	2388.7727	2414.4762	2437.5455	2458.7143	2475.0909
EG10442-MONOMER	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000	83.0000
EG10443-MONOMER	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000	60.0000
EG10454-MONOMER	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000	141.0000
EG10455-MONOMER	8708.0000	8722.6190	8755.9524	8800.0000	8847.8095	8885.2273	8919.0476	8958.2273
EG10456-MONOMER	235.0000	235.0000	235.0000	235.0000	235.0000	235.0000	235.0000	235.0000
EG10458-MONOMER	229.0000	229.0000	229.0000	228.7727	234.9524	239.3182	246.9524	251.0455
EG10459-MONOMER	116.0000	116.0000	116.2857	120.5455	122.7619	124.5000	130.0000	134.5909
EG10460-MONOMER	152.0000	152.0000	152.0000	152.0000	152.0000	152.6818	159.2381	165.8636
EG10461-MONOMER	1486.0000	1486.9524	1487.0000	1487.0000	1487.0000	1487.8636	1488.0000	1488.0000
EG10462-MONOMER	650.0000	649.4286	649.1905	652.3182	653.0000	653.0000	653.0000	653.0000
EG10463-MONOMER	1077.0000	1080.5238	1085.0000	1085.0000	1085.0000	1085.0000	1085.0000	1085.0000
EG10466-MONOMER	48666.0000	48764.6667	48978.4286	49223.7727	49494.7143	49773.4545	50060.0952	50344.9545
